"uid"	"locationID"	"laboratoryName"	"sequencingFacilityID"	"setDate"	"collectDate"	"sequencerRunID"	"dnaSampleID"	"dnaSampleFate"	"dnaSampleCode"	"internalLabID"	"rawDataFileName"	"rawDataFileDescription"	"parentFolderName"	"rawDataFilePath"	"remarks"	"dataQF"	"Primary Sample Class"	"Data Product"	"Table"
"15d91551-811b-4ef8-b7a9-688f1c212041"	"SCBI_003.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-15T18:03:00.000+0000"	"2014-09-15T18:40:00.000+0000"	"run20150603"	"SCBI_003-M-20140915-COMP-DNA1"	"active"	""	""	"SCBI_003-M-20140915-comp_R2.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SCBI_003-M-20140915-comp_R2.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"23538727-8afe-4b19-abfe-ae45a67bd893"	"SCBI_003.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-15T18:03:00.000+0000"	"2014-09-15T18:40:00.000+0000"	"run20150603"	"SCBI_003-M-20140915-COMP-DNA1"	"active"	""	""	"SCBI_003-M-20140915-comp_R1.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SCBI_003-M-20140915-comp_R1.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"2b211eaa-56be-4c00-980f-e918da1718af"	"SCBI_002.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-15T16:15:00.000+0000"	"2014-09-15T16:59:00.000+0000"	"run20150603"	"SCBI_002-M-20140915-COMP-DNA1"	"active"	""	""	"SCBI_002-M-20140915-comp_R2.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SCBI_002-M-20140915-comp_R2.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"7dc3adbc-760d-4f6e-a1f6-82caffc8cc00"	"SCBI_002.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-15T16:15:00.000+0000"	"2014-09-15T16:59:00.000+0000"	"run20150603"	"SCBI_002-M-20140915-COMP-DNA1"	"active"	""	""	"SCBI_002-M-20140915-comp_R1.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SCBI_002-M-20140915-comp_R1.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"a272e673-ce42-4bb1-b864-a4becb9c55bd"	"SCBI_006.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-15T14:30:00.000+0000"	"2014-09-15T15:10:00.000+0000"	"run20150603"	"SCBI_006-M-20140915-COMP-DNA1"	"active"	""	""	"SCBI_006-M-20140915-comp_R2.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SCBI_006-M-20140915-comp_R2.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"92ba9a72-0cd2-4f20-9dbf-fae0c134abc9"	"SCBI_006.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-15T14:30:00.000+0000"	"2014-09-15T15:10:00.000+0000"	"run20150603"	"SCBI_006-M-20140915-COMP-DNA1"	"active"	""	""	"SCBI_006-M-20140915-comp_R1.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SCBI_006-M-20140915-comp_R1.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"6dd3ed71-360d-4164-9189-1cb46074d37c"	"SCBI_012.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-15T12:50:00.000+0000"	"2014-09-15T13:34:00.000+0000"	"run20150603"	"SCBI_012-M-20140915-COMP-DNA1"	"active"	""	""	"SampleSheet.SCBI_012-M-20140915-comp.csv.zip"	"Sample sheet mapping Illumina index to sampleID"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SampleSheet.SCBI_012-M-20140915-comp.csv.zip"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"8acc98dc-91de-4b43-82b1-bc062f97eac4"	"SCBI_012.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-15T12:50:00.000+0000"	"2014-09-15T13:34:00.000+0000"	"run20150603"	"SCBI_012-M-20140915-COMP-DNA1"	"active"	""	""	"SCBI_012-M-20140915-comp_R1.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SCBI_012-M-20140915-comp_R1.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"6cf99a39-0da9-44bc-99bd-be6296045516"	"SCBI_012.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-15T12:50:00.000+0000"	"2014-09-15T13:34:00.000+0000"	"run20150603"	"SCBI_012-M-20140915-COMP-DNA1"	"active"	""	""	"SCBI_012-M-20140915-comp_R2.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SCBI_012-M-20140915-comp_R2.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"62d74e6f-5318-4a99-bb2a-2446680806af"	"DSNY_009.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-10T16:00:00.000+0000"	"2014-09-10T16:00:00.000+0000"	"run20150522"	"DSNY_009-M-20140910-COMP-DNA1"	"active"	""	""	"SampleSheet.DSNY_009-M-20140910-comp.csv.zip"	"Sample sheet mapping Illumina index to sampleID"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SampleSheet.DSNY_009-M-20140910-comp.csv.zip"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"63a4ae68-3543-42fe-9fbe-beb65562e01c"	"DSNY_016.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-10T16:00:00.000+0000"	"2014-09-10T16:00:00.000+0000"	"run20150522"	"DSNY_016-M-23-38-20140910-GEN-DNA1"	"active"	""	""	"DSNY_016-M-23-38-20140910-gen_R1.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_016-M-23-38-20140910-gen_R1.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"fd50709f-fe77-4bb5-b385-86a2d026a3bc"	"DSNY_016.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-10T16:00:00.000+0000"	"2014-09-10T16:00:00.000+0000"	"run20150522"	"DSNY_016-M-23-38-20140910-GEN-DNA1"	"active"	""	""	"DSNY_016-M-23-38-20140910-gen_R2.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_016-M-23-38-20140910-gen_R2.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"3c1dadf4-9986-47dd-bf9b-38ea57e96e52"	"DSNY_016.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-10T16:00:00.000+0000"	"2014-09-10T16:00:00.000+0000"	"run20150522"	"DSNY_016-M-23-38-20140910-GEN-DNA1"	"active"	""	""	"SampleSheet.DSNY_016-M-23-38-20140910-gen.csv.zip"	"Sample sheet mapping Illumina index to sampleID"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SampleSheet.DSNY_016-M-23-38-20140910-gen.csv.zip"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"84a5df70-de53-49fe-8c55-46faeba8e87e"	"DSNY_009.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-10T16:00:00.000+0000"	"2014-09-10T16:00:00.000+0000"	"run20150522"	"DSNY_009-M-4-7-20140910-GEN-DNA1"	"active"	""	""	"SampleSheet.DSNY_009-M-4-7-20140910-gen.csv.zip"	"Sample sheet mapping Illumina index to sampleID"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/SampleSheet.DSNY_009-M-4-7-20140910-gen.csv.zip"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"cc417373-3cde-41e3-84db-c3d4a9a8affd"	"DSNY_009.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-10T16:00:00.000+0000"	"2014-09-10T16:00:00.000+0000"	"run20150522"	"DSNY_009-M-20140910-COMP-DNA1"	"active"	""	""	"DSNY_009-M-20140910-comp_R2.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_009-M-20140910-comp_R2.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"c30b1793-9c82-442b-95c6-2c7d671ba927"	"DSNY_009.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-10T16:00:00.000+0000"	"2014-09-10T16:00:00.000+0000"	"run20150522"	"DSNY_009-M-4-7-20140910-GEN-DNA1"	"active"	""	""	"DSNY_009-M-4-7-20140910-gen_R2.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_009-M-4-7-20140910-gen_R2.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"01605034-d399-4f45-a7af-5a8ae34bcf02"	"DSNY_009.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-10T16:00:00.000+0000"	"2014-09-10T16:00:00.000+0000"	"run20150522"	"DSNY_009-M-4-7-20140910-GEN-DNA1"	"active"	""	""	"DSNY_009-M-4-7-20140910-gen_R1.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_009-M-4-7-20140910-gen_R1.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"5977acbb-9a17-4deb-87fd-ab50f8d6765b"	"DSNY_009.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-09-10T16:00:00.000+0000"	"2014-09-10T16:00:00.000+0000"	"run20150522"	"DSNY_009-M-20140910-COMP-DNA1"	"active"	""	""	"DSNY_009-M-20140910-comp_R1.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_009-M-20140910-comp_R1.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"107aba93-a4ba-48ed-9797-036830266149"	"BART_004.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-06-19T20:25:00.000+0000"	"2014-06-19T20:25:00.000+0000"	"run20150522"	"BART_004-O-27-36-20140619-GEN-DNA1"	"active"	""	""	"BART_004-O-27-36-20140619-gen_R1.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BART_004-O-27-36-20140619-gen_R1.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"8e9f551d-aca5-41d2-b778-d8456facf3e5"	"BART_004.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2014-06-19T20:25:00.000+0000"	"2014-06-19T20:25:00.000+0000"	"run20150522"	"BART_004-O-27-36-20140619-GEN-DNA1"	"active"	""	""	"BART_004-O-27-36-20140619-gen_R2.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/BART_004-O-27-36-20140619-gen_R2.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"349b81d8-b332-434f-9590-8961d47056f9"	"DSNY_009.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2013-11-14T19:46:00.000+0000"	"2013-11-14T19:46:00.000+0000"	"run20150603"	"DSNY_009-M-20131114-COMP-DNA1"	"active"	""	""	"DSNY_009-M-20131114-comp-R2-Sequences.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_009-M-20131114-comp-R2-Sequences.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"82daa82b-6294-4e95-85a3-7272f106510c"	"DSNY_009.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2013-11-14T19:46:00.000+0000"	"2013-11-14T19:46:00.000+0000"	"run20150603"	"DSNY_009-M-20131114-COMP-DNA1"	"active"	""	""	"DSNY_009-M-20131114-comp-R1-Sequences.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_009-M-20131114-comp-R1-Sequences.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"e33c0557-dd6c-4484-96ac-4d3e323126b1"	"DSNY_016.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2013-11-14T18:09:00.000+0000"	"2013-11-14T18:09:00.000+0000"	"run20150603"	"DSNY_016-M-20131114-COMP-DNA1"	"active"	""	""	"DSNY_016-M-20131114-comp-R1-Sequences.fastq.gz"	"Forward reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_016-M-20131114-comp-R1-Sequences.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
"0ba7891f-460d-46a2-a804-f28627baed46"	"DSNY_016.basePlot.bgc"	"Argonne National Laboratory"	"Argonne National Laboratory"	"2013-11-14T18:09:00.000+0000"	"2013-11-14T18:09:00.000+0000"	"run20150603"	"DSNY_016-M-20131114-COMP-DNA1"	"active"	""	""	"DSNY_016-M-20131114-comp-R2-Sequences.fastq.gz"	"Reverse reads from Illumina bidirectional sequencing run"	"2017"	"https://neon-microbial-raw-seq-files.s3.data.neonscience.org/2017/DSNY_016-M-20131114-comp-R2-Sequences.fastq.gz"	""	"legacyData"	"mic_dnaExtraction_in.soilDnaSampleID"	"NEON.DOM.SITE.DP0.10107.001"	"mms_rawDataFiles_in"
